min_y,min_x,max_y,max_x
8393,10615,8422,10644
3160,5158,3189,5187
440,1499,469,1527
396,864,425,893
5890,14022,5919,14051
7450,15727,7479,15756
5805,6861,5834,6890
9823,4994,9852,5023
15984,1104,16013,1133
9035,8071,9064,8100
2078,15196,2107,15225
6119,8161,6148,8190
9880,6762,9909,6791
11992,5543,12021,5572
13638,3135,13667,3164
4691,9641,4720,9670
9458,12527,9487,12556
12848,13368,12877,13397
2695,9385,2724,9414
3032,7511,3056,7540
6308,3670,6337,3699
7694,5360,7723,5389
13446,4626,13475,4655
2695,2912,2724,2941
15729,13367,15758,13396
15887,546,15916,575
9752,130,9781,159
5595,7796,5624,7825
2045,4147,2074,4176
6019,11241,6048,11270
9593,4193,9622,4222
1985,11975,2014,12004
4385,6062,4414,6091
1994,13426,2023,13455
3032,3638,3061,3667
6581,1696,6610,1725
13385,6082,13414,6102
10602,14280,10631,14309
14533,9101,14562,9130
11870,10682,11899,10711
9917,730,9946,759
5818,2330,5847,2359
8566,13514,8595,13543
12597,6959,12626,6988
4282,10324,4311,10353
11426,719,11455,748
9144,12505,9173,12534
11795,2520,11824,2549
10467,4354,10496,4383
12120,10672,12149,10701
6545,7017,6574,7046
7600,13352,7629,13381
12618,7918,12647,7947
8298,15871,8326,15900
2140,7583,2169,7612
3584,11973,3613,12002
12672,10051,12701,10080
7566,1110,7595,1139
3115,11488,3144,11517
1077,10993,1106,11022
3953,8264,3982,8293
6394,15684,6423,15713
14328,4517,14357,4546
6597,16107,6626,16136
9140,11096,9169,11125
2587,12661,2616,12690
7449,7044,7478,7073
15989,2230,16018,2259
3494,8966,3523,8995
9000,3018,9029,3047
15108,16288,15137,16317
5916,8566,5945,8595
4982,13329,5011,13358
9740,2369,9769,2394
2539,13939,2568,13968
5150,12475,5179,12504
10607,12561,10636,12590
10375,6189,10404,6218
14794,6595,14823,6624
5544,13071,5573,13100
14214,8083,14243,8112
10887,6837,10916,6866
10403,13220,10432,13249
5701,2084,5730,2113
4548,3795,4577,3824
1338,9368,1367,9397
13100,2998,13129,3027
11159,8580,11188,8609
4999,12610,5028,12639
4379,13915,4408,13944
10019,15890,10048,15919
11443,8079,11472,8108
10901,7766,10930,7792
10361,11932,10390,11961
4415,5019,4444,5048
8279,3175,8308,3204
1824,15165,1853,15194
7020,11433,7049,11462
5925,7975,5954,8004
9166,1969,9195,1998
9443,10975,9472,11004
2727,12921,2756,12950
4045,5161,4074,5190
15525,9424,15554,9453
11902,2879,11931,2908
8067,3090,8096,3119
120,6711,149,6740
14994,6308,15023,6337
3534,3395,3563,3424
1514,10787,1543,10816
6759,10591,6788,10620
8116,3360,8145,3389
8884,14347,8913,14376
9744,13480,9773,13509
14859,8029,14888,8058
8222,16321,8251,16350
1946,5893,1975,5922
7069,7857,7098,7886
13264,8313,13293,8342
14153,8913,14182,8942
6858,11259,6887,11288
7683,8936,7712,8965
1142,11305,1171,11334
14284,3009,14313,3038
5987,10211,6016,10240
11654,7526,11683,7555
1406,8941,1435,8970
10882,14850,10911,14879
7051,11397,7080,11426
14875,10453,14904,10482
2182,13541,2211,13570
14243,5159,14272,5188
923,4259,952,4288
752,10599,781,10628
6146,8157,6175,8186
10922,3031,10951,3060
9234,5339,9263,5368
13338,1464,13367,1493
545,6088,574,6117
8516,5789,8545,5818
4321,4674,4350,4703
5644,5678,5673,5707
8396,9666,8425,9695
4124,14887,4153,14916
15292,10687,15321,10716
13921,6623,13950,6652
274,5179,303,5208
3817,2523,3846,2552
1118,1892,1147,1921
1956,1776,1985,1805
13152,2673,13181,2702
6261,14199,6290,14228
9134,14789,9163,14818
4451,12343,4480,12372
4553,7057,4582,7086
6079,15704,6108,15733
6029,2969,6058,2998
2040,7502,2069,7531
10397,14592,10426,14621
8221,294,8250,323
6999,14186,7028,14215
14979,14139,15008,14168
3084,11948,3113,11977
1416,9930,1445,9959
10191,1948,10220,1977
971,10394,1000,10423
1047,11085,1076,11114
8984,14796,9013,14825
3492,12631,3521,12660
5150,15430,5179,15459
5498,7549,5527,7578
16259,7755,16288,7784
5079,11556,5108,11585
1759,10407,1788,10436
694,11768,723,11797
13848,1586,13877,1615
15180,3511,15209,3540
13994,5080,14023,5109
10896,15899,10925,15928
5074,14183,5103,14212
5344,7770,5373,7799
1410,15166,1439,15195
4992,13688,5021,13717
9964,1219,9993,1248
8282,6378,8311,6407
11900,3429,11929,3458
9801,442,9830,471
5058,7807,5087,7836
6555,16033,6584,16062
14800,13974,14829,14003
10039,15689,10068,15718
15646,11303,15675,11332
878,10930,907,10959
3790,1388,3819,1417
9788,2743,9817,2772
5172,6661,5201,6690
57,14336,86,14365
3032,4820,3061,4849
5349,891,5378,920
8943,3637,8972,3666
15016,1026,15045,1055
6858,8054,6887,8083
2621,2906,2650,2935
3823,4546,3852,4575
13247,7113,13276,7142
6777,7097,6806,7126
10639,1231,10668,1260
3315,10480,3344,10509
8044,409,8073,438
5044,13870,5073,13899
7993,5463,8022,5492
7388,12948,7417,12973
9506,5777,9535,5806
1952,9134,1981,9163
1332,8177,1361,8206
5791,8412,5820,8441
8148,1597,8177,1626
2008,16186,2037,16215
13221,5174,13250,5203
825,10989,854,11018
7657,7980,7686,8009
10997,11635,11026,11664
10070,15200,10099,15229
6350,7606,6379,7635
11501,11072,11530,11101
14822,6156,14851,6185
5945,1138,5974,1167
3667,5927,3696,5956
14429,9842,14458,9871
3058,7607,3087,7636
8246,5562,8275,5591
2085,6505,2114,6534
12298,10079,12327,10108
14553,11078,14582,11107
5376,871,5405,900
2150,6120,2179,6149
6111,7503,6140,7530
15165,9886,15194,9915
1482,12028,1511,12057
11446,12725,11475,12754
110,13087,139,13116
1190,1460,1219,1489
12717,8493,12746,8522
13845,9707,13874,9736
9140,2388,9169,2417
11038,16181,11067,16210
5566,6779,5595,6808
6042,14237,6071,14266
436,12135,465,12164
13110,973,13139,1002
1583,9340,1612,9369
3537,14957,3566,14986
9742,2388,9771,2417
11953,14535,11982,14564
14618,3669,14647,3698
6900,262,6929,291
3500,11657,3529,11686
13795,933,13824,962
10948,14598,10977,14627
642,6927,671,6956
7802,603,7831,632
12859,7681,12888,7710
10460,280,10489,309
16201,745,16230,774
12697,15580,12726,15609
13188,14739,13217,14768
6525,12661,6554,12690
13595,6641,13624,6670
7412,16322,7441,16351
823,14797,852,14826
9782,16171,9811,16200
4531,14235,4560,14264
1417,13980,1446,14009
12347,7366,12376,7395
5518,8485,5547,8514
10504,7694,10533,7723
1674,15574,1703,15603
8014,12823,8043,12852
126,13123,155,13152
1696,7358,1725,7387
13365,12534,13394,12563
3747,10186,3776,10215
11544,12638,11573,12667
10494,3361,10523,3390
1421,13184,1450,13207
2849,2144,2878,2173
12159,4406,12188,4435
5417,11527,5446,11556
84,948,113,977
15330,7146,15359,7175
474,9899,503,9928
3012,7508,3041,7537
6388,12260,6417,12289
5918,12539,5947,12568
12457,3414,12486,3443
11962,3109,11991,3138
16237,3789,16266,3818
16212,5446,16241,5475
1114,850,1143,879
9039,173,9068,202
12516,5898,12545,5927
650,14091,679,14120
776,5486,805,5515
14045,6105,14074,6134
11874,4067,11903,4096
2708,2886,2737,2915
13468,5468,13497,5497
1364,4385,1393,4414
5713,1043,5742,1072
7407,15608,7436,15637
14963,3468,14992,3497
16337,13155,16366,13184
5947,5352,5976,5381
6111,10988,6140,11017
7598,16302,7627,16331
15045,8734,15074,8763
4532,3075,4561,3104
4412,11003,4441,11032
8360,11518,8389,11547
2512,1109,2541,1138
9373,14057,9402,14086
8972,15990,9001,16019
1893,15738,1922,15767
9776,2631,9805,2660
13079,1733,13108,1762
12522,11502,12551,11531
761,10111,790,10140
6594,4455,6623,4484
1937,1591,1966,1620
10358,1441,10387,1470
8787,9692,8816,9721
7137,6887,7166,6916
980,12294,1009,12323
16012,7741,16041,7770
489,12211,518,12240
10639,11250,10668,11279
8524,7731,8553,7760
1071,11130,1100,11159
683,8434,712,8463
2544,3055,2573,3084
10270,4790,10299,4819
10013,5413,10042,5442
2036,14766,2065,14795
6156,5102,6185,5131
9134,9934,9163,9963
5709,2278,5738,2307
6106,10348,6135,10377
7322,10045,7351,10074
4073,9850,4102,9879
14027,9886,14056,9915
13945,12759,13974,12788
15663,12433,15692,12462
13850,13322,13879,13351
447,1520,476,1549
6531,6770,6560,6799
4133,6431,4162,6460
3972,12952,4001,12981
14070,14692,14099,14721
12017,9222,12046,9251
14467,3990,14496,4019
316,8643,345,8672
12848,3740,12877,3769
14950,12402,14979,12431
3192,13246,3221,13275
3667,805,3696,834
7612,6744,7641,6773
4097,935,4126,964
530,947,559,976
12388,7603,12417,7632
13133,7672,13162,7701
1059,2836,1088,2865
15275,3421,15304,3450
8292,6748,8321,6777
14113,7861,14142,7890
14138,8999,14167,9028
14996,4182,15025,4211
6291,8658,6320,8687
11444,8628,11473,8657
10312,977,10341,1006
15447,2390,15476,2419
11091,15158,11120,15187
12097,4075,12126,4104
6995,1695,7024,1724
15242,12908,15271,12937
13773,4417,13802,4446
2207,8431,2236,8460
9985,13344,10014,13373
12561,11654,12590,11683
7714,6801,7743,6830
5739,3401,5768,3430
16124,4328,16153,4357
64,2144,93,2173
4596,5163,4625,5192
1414,1706,1443,1735
2833,6653,2862,6682
8030,7568,8059,7597
14333,10171,14362,10200
4264,2748,4293,2777
9511,9816,9540,9845
16005,5771,16034,5800
1140,4277,1169,4306
6179,14248,6208,14277
11545,2394,11574,2423
11659,12849,11688,12878
3546,14577,3575,14606
796,9883,825,9912
9941,6742,9970,6771
2001,897,2030,926
5445,8256,5474,8285
7553,4490,7582,4519
6884,4231,6913,4260
1151,177,1180,206
6229,2678,6258,2707
4598,988,4627,1017
9360,12659,9389,12688
6848,15841,6877,15870
6650,8526,6679,8555
1939,1962,1968,1991
7477,7557,7506,7586
6061,5720,6090,5749
5681,8313,5710,8342
15961,15818,15990,15847
7337,6252,7366,6281
6160,14008,6189,14037
15670,10617,15699,10646
9003,1813,9032,1842
5402,12110,5431,12139
5780,667,5809,696
10253,14308,10282,14337
12019,11037,12048,11066
11390,3759,11419,3788
1276,5721,1305,5750
5505,13523,5534,13552
11711,10569,11740,10598
5912,11685,5941,11714
13386,6067,13415,6096
11353,8690,11382,8719
6183,15697,6212,15726
5083,1054,5112,1083
13890,10526,13919,10555
10933,13386,10962,13415
12452,10072,12481,10101
4601,14325,4630,14354
11021,14453,11050,14482
4403,807,4432,836
571,1540,600,1569
5755,1,5784,30
14426,14976,14455,15005
899,1705,928,1734
9767,14539,9796,14568
14329,153,14358,182
3178,3473,3207,3502
7599,9103,7628,9132
9195,6464,9224,6493
4954,4877,4983,4906
12254,16076,12283,16105
8156,1437,8185,1466
1366,14195,1395,14224
2991,2107,3020,2136
13514,7533,13543,7562
6954,7463,6983,7492
2481,1518,2510,1547
4505,14311,4534,14340
2652,4351,2681,4380
11734,2083,11763,2112
6187,7385,6216,7414
14237,9926,14266,9955
1161,13164,1190,13193
5547,8607,5576,8636
609,14557,638,14586
3371,9692,3400,9721
11622,7148,11651,7177
9606,8512,9635,8541
13049,10034,13078,10063
2667,14893,2696,14922
13390,2586,13419,2615
3895,11842,3924,11871
5711,13764,5740,13793
2652,1963,2681,1992
11366,5972,11395,6001
3176,13321,3205,13350
14878,9666,14907,9695
10995,9118,11024,9147
5114,5870,5143,5899
11971,11147,12000,11176
1808,15264,1837,15293
2364,3595,2393,3624
13823,4130,13852,4159
1448,2959,1477,2988
11434,8463,11463,8492
4771,12659,4800,12688
12414,9530,12443,9559
608,8992,637,9021
16164,7550,16193,7579
5294,3789,5323,3818
14929,5782,14958,5811
249,14986,278,15015
11139,9991,11168,10020
14962,8980,14991,9009
3263,9455,3292,9484
6164,4133,6193,4162
10889,7512,10918,7541
2386,12449,2415,12478
4073,9683,4102,9712
11112,15382,11141,15411
14465,2333,14494,2362
2426,7999,2455,8028
7483,13605,7512,13634
1359,8095,1388,8124
8771,13537,8800,13566
15669,12789,15698,12818
4586,11123,4615,11152
15959,11537,15988,11566
3166,7152,3195,7181
15841,13905,15870,13934
14821,1572,14850,1601
8962,7586,8991,7615
12517,2352,12546,2381
3054,4359,3083,4388
438,8527,467,8556
15797,2931,15826,2960
5504,8435,5533,8464
5403,15679,5432,15708
8239,14351,8268,14380
8265,9074,8294,9103
5410,15943,5439,15972
4756,13814,4785,13843
7958,11825,7987,11854
12473,1388,12502,1414
8671,5973,8700,6002
10102,5299,10131,5328
15454,15859,15483,15888
12136,3085,12165,3114
3794,1517,3823,1546
13317,12533,13346,12562
14943,3681,14972,3710
9864,13863,9893,13892
1974,10643,2003,10672
8379,2012,8405,2041
290,679,319,708
385,15511,414,15540
1602,3549,1631,3578
11062,1654,11091,1683
5220,5185,5249,5214
13552,11536,13581,11565
6128,5289,6157,5318
14012,4551,14041,4580
13845,7766,13874,7795
11550,942,11579,971
6632,1648,6661,1677
12731,5273,12760,5302
3549,6135,3578,6164
1078,2630,1107,2659
4503,486,4532,515
1706,655,1735,684
13111,13485,13140,13514
7137,11856,7166,11885
16232,11893,16261,11922
4021,12224,4050,12253
14161,16160,14190,16189
12177,1080,12206,1109
14612,10313,14641,10342
5331,5782,5360,5811
3066,10595,3095,10624
11895,4117,11924,4146
11960,9307,11989,9336
9856,16004,9885,16033
3529,14148,3558,14177
1609,5474,1638,5503
10026,6404,10055,6433
3877,1836,3906,1865
6903,1633,6932,1662
6768,2044,6797,2073
9591,2060,9620,2089
5779,7184,5808,7213
8878,13760,8907,13789
2335,617,2364,646
14587,6355,14616,6384
1635,1136,1664,1165
887,11058,916,11087
15757,15382,15786,15411
3800,14453,3829,14482
4730,3378,4759,3407
4281,6096,4310,6125
6709,518,6738,547
14763,6553,14792,6582
6527,14808,6556,14837
11237,491,11266,520
6165,5359,6194,5388
11161,15384,11190,15413
1195,374,1224,403
13665,1175,13694,1204
7043,11584,7072,11613
8437,8572,8466,8601
1514,5515,1543,5544
11688,16078,11717,16107
4794,6455,4823,6484
11321,11760,11350,11789
2319,10890,2348,10919
3917,13228,3946,13257
2955,9811,2984,9840
6657,3804,6686,3833
5150,884,5179,913
9242,4994,9271,5023
1503,11041,1532,11070
1462,1349,1491,1378
12037,13592,12066,13621
15861,12857,15890,12886
11459,14597,11488,14626
7615,15388,7644,15417
1810,10375,1839,10404
13245,5071,13274,5100
6348,2722,6377,2751
8090,14236,8119,14265
2157,8002,2186,8031
10687,15417,10716,15446
7813,14260,7842,14289
1519,12445,1548,12474
1122,10672,1151,10701
7972,1655,8001,1684
7654,2100,7683,2129
2464,8129,2493,8158
1517,10614,1546,10643
13946,1340,13975,1369
14446,7199,14475,7228
1423,4983,1452,5012
8821,15375,8850,15404
11282,8539,11311,8568
7176,3269,7205,3298
15553,278,15582,307
3556,10987,3585,11016
2881,2918,2910,2947
4270,14134,4299,14163
7639,13686,7668,13715
5134,13499,5163,13528
12987,13191,13016,13220
10763,13387,10792,13416
732,7087,761,7116
14033,894,14062,923
15678,856,15707,885
3714,13808,3743,13837
11799,75,11828,104
6328,10187,6357,10216
13749,177,13778,206
7425,5255,7454,5284
1594,7723,1623,7752
5068,10977,5097,11006
3171,15342,3200,15371
16207,14270,16236,14299
9829,7387,9858,7416
9407,9739,9436,9768
1366,13309,1395,13338
9565,6882,9594,6911
1227,13095,1256,13124
13169,2516,13198,2545
8301,6065,8330,6094
1716,3032,1745,3061
9199,8685,9228,8714
9963,7541,9992,7570
14737,273,14766,302
8362,2006,8391,2035
14947,2691,14976,2720
4480,12245,4509,12274
8760,5372,8789,5401
11669,7940,11698,7969
16033,6771,16062,6800
9520,4613,9549,4642
7040,15035,7069,15064
6312,10848,6341,10877
10314,15868,10343,15897
4469,6069,4498,6098
788,6444,817,6473
9984,4195,10013,4224
15959,668,15988,697
1889,4976,1918,5005
14703,6679,14732,6708
8949,15709,8978,15738
11371,5050,11400,5079
15035,4681,15064,4710
11421,3783,11450,3812
4805,6533,4834,6562
8711,4090,8740,4119
8037,941,8066,970
4776,15244,4805,15273
15484,16016,15513,16045
13032,16088,13061,16117
126,544,155,573
13164,11055,13193,11084
9130,15710,9159,15739
5422,12293,5451,12322
14333,1284,14362,1313
1725,4733,1754,4762
14580,881,14609,910
1594,2462,1623,2491
11297,7730,11326,7759
12037,159,12066,188
9057,187,9086,216
5633,11029,5662,11058
5310,6221,5339,6250
1273,4802,1302,4831
14951,13838,14980,13867
12682,4658,12711,4687
14630,9185,14659,9214
4077,6340,4106,6369
16195,11898,16224,11927
8782,13573,8811,13602
16225,10564,16254,10593
10496,12018,10525,12047
10682,2704,10711,2733
4485,13799,4514,13828
13545,7452,13574,7481
8616,11204,8645,11233
9481,14362,9510,14391
12435,4854,12464,4883
10223,4422,10252,4451
1057,1270,1086,1299
7124,1606,7153,1635
2544,2290,2573,2319
11646,11969,11675,11998
2677,11227,2706,11256
7482,3935,7511,3964
6528,12606,6557,12635
15170,4992,15199,5021
7821,4694,7850,4723
12262,8709,12291,8738
7356,4074,7385,4103
12022,4438,12051,4467
5825,15650,5854,15679
13261,11378,13290,11407
5305,9025,5334,9054
2540,11171,2569,11200
4836,7024,4865,7053
4347,380,4376,409
978,2988,1007,3017
13424,5983,13453,6012
271,6921,300,6950
4898,84,4927,113
14812,1814,14841,1843
11596,8426,11625,8455
2879,7468,2908,7497
13779,9535,13808,9564
10411,7786,10440,7815
5165,9122,5194,9151
14917,11544,14946,11573
15112,6889,15141,6918
4585,14804,4614,14833
5517,3679,5546,3708
6493,5801,6522,5830
8243,9937,8272,9966
9072,6293,9101,6322
9217,11904,9246,11933
10772,8635,10801,8664
13502,6715,13531,6744
4324,10865,4353,10894
15342,12760,15371,12789
2597,4452,2626,4481
4575,1899,4604,1928
14517,11654,14546,11683
16071,1771,16100,1800
10829,9517,10858,9546
4987,8422,5016,8451
6469,10576,6498,10605
6595,5641,6624,5670
1590,16046,1619,16075
4513,12135,4542,12164
10383,11242,10412,11271
8297,6312,8326,6341
10097,13748,10126,13777
1357,671,1386,700
8619,5315,8648,5344
6075,9954,6104,9983
2889,14540,2918,14569
7989,11520,8018,11549
459,8044,488,8073
7766,16179,7795,16208
15139,7795,15168,7824
4968,5984,4997,6013
1246,1448,1275,1477
6052,11978,6081,12007
13568,11477,13597,11506
15491,8300,15520,8329
10645,7848,10674,7877
7294,15451,7323,15480
188,85,217,114
8941,8605,8970,8634
10495,8397,10524,8426
1734,15712,1763,15741
9303,428,9332,457
4092,2252,4121,2281
4771,4421,4800,4450
6100,11081,6129,11110
6121,2148,6150,2177
7953,8578,7982,8607
4452,4994,4481,5023
15788,3001,15817,3030
12833,14728,12862,14757
1938,16128,1967,16157
9636,5145,9665,5174
4501,5778,4530,5807
13135,2286,13164,2315
13716,4015,13745,4044
11577,11071,11606,11100
15961,4617,15990,4646
2307,9697,2336,9726
11520,7429,11549,7458
14850,15894,14879,15923
504,9116,533,9145
16039,8020,16068,8049
14064,15083,14093,15112
3114,1434,3143,1463
16276,2174,16305,2203
9161,2495,9190,2524
3140,3232,3169,3261
728,6640,757,6669
13728,14790,13757,14819
12691,13134,12720,13163
15566,15713,15595,15742
12046,15466,12075,15495
1709,7017,1738,7046
16299,2507,16328,2536
16096,7322,16125,7351
11291,13987,11320,14016
10841,1305,10870,1334
9051,2612,9080,2641
12117,861,12146,890
5799,9496,5828,9525
13948,2699,13977,2728
3401,14842,3430,14871
10005,15611,10034,15640
12177,5907,12206,5936
4912,14723,4941,14752
12334,9399,12363,9428
13083,71,13112,100
4359,14379,4388,14408
8207,1565,8236,1594
11122,14559,11151,14588
11950,15701,11979,15730
5465,2363,5494,2392
1153,10947,1182,10976
14693,12978,14722,13007
5965,4453,5994,4482
14815,12494,14844,12523
1422,13162,1451,13191
403,1806,432,1835
10224,11094,10253,11123
15386,6228,15415,6257
14972,9298,15001,9327
5248,7792,5277,7821
10305,3811,10334,3840
5874,12214,5903,12243
6072,217,6101,246
15678,13428,15707,13457
787,12507,816,12536
5945,1422,5974,1451
13193,3158,13222,3187
4940,10756,4969,10785
13356,14593,13385,14622
1469,10853,1498,10882
9917,9945,9946,9974
9204,10136,9233,10165
11302,1962,11331,1991
9201,163,9230,192
2466,7182,2495,7211
10609,4028,10638,4057
10724,4611,10753,4640
12348,8373,12377,8402
14340,13266,14369,13295
10602,4987,10631,5016
6182,9408,6211,9437
15253,13132,15282,13161
8268,16208,8297,16237
122,12204,151,12233
3938,14107,3967,14136
16036,278,16065,307
3601,3092,3630,3121
446,5067,475,5096
4247,4055,4276,4084
2005,14191,2034,14220
7579,14245,7608,14274
9249,11578,9278,11607
10000,9321,10029,9350
4157,1763,4186,1792
16317,6949,16346,6978
13476,2023,13505,2052
4047,13532,4076,13557
12568,9090,12597,9119
11482,5006,11511,5035
4633,3192,4662,3221
14603,10783,14632,10812
7233,1597,7262,1626
15494,3354,15523,3383
1220,14495,1249,14524
10973,7543,11002,7572
7091,16053,7120,16082
15235,13300,15264,13329
5072,8212,5101,8241
312,10772,341,10801
10998,520,11027,549
13662,1419,13691,1448
16082,6753,16111,6782
16043,8509,16072,8538
2178,1447,2207,1476
9772,14030,9801,14059
5804,1462,5833,1491
5761,3030,5790,3059
15347,16296,15376,16325
9114,7523,9143,7552
7661,603,7690,632
6281,8722,6310,8751
11434,741,11463,770
2316,15466,2345,15495
7635,13638,7664,13667
6761,11656,6790,11685
920,14319,949,14348
10464,13673,10493,13702
8308,208,8337,237
4051,13540,4080,13569
16267,4899,16296,4928
4605,8979,4634,9008
9339,13854,9368,13883
12303,3040,12332,3069
10400,7330,10429,7359
16195,5303,16224,5332
10901,5359,10930,5388
11232,15963,11261,15992
12471,1410,12500,1439
13985,10882,14014,10911
2564,4493,2593,4522
4879,7534,4908,7563
4344,13633,4373,13662
5926,11334,5955,11363
6445,8288,6474,8317
457,7458,486,7487
13728,2695,13757,2724
514,2654,543,2683
12927,13423,12956,13452
4594,5487,4623,5516
7042,12444,7071,12473
1754,11441,1783,11470
3519,15023,3548,15052
3312,169,3341,198
1845,3786,1874,3815
8868,11447,8897,11476
10992,4026,11021,4055
8352,6828,8381,6857
7149,8618,7178,8647
11273,1966,11302,1995
895,13956,924,13985
13715,5589,13744,5618
15706,2593,15735,2622
1393,8412,1422,8441
9055,12164,9084,12193
14392,9912,14421,9941
14027,789,14056,818
12940,10152,12969,10181
10699,1319,10728,1348
5086,10723,5115,10752
6435,9716,6464,9745
12504,14650,12533,14679
167,15964,196,15993
8411,13670,8440,13699
169,3252,198,3281
10482,12256,10511,12285
5886,5798,5915,5827
12716,14369,12745,14398
7454,11201,7483,11230
8202,9681,8231,9710
14741,11596,14770,11625
8587,12252,8616,12281
9356,2953,9385,2982
13343,5357,13372,5386
159,15021,188,15050
10157,5487,10186,5516
10251,3613,10280,3642
15781,5742,15810,5771
1548,11435,1577,11464
7680,4866,7709,4895
13906,7084,13935,7113
10163,8871,10192,8900
1738,12008,1767,12037
9354,16051,9383,16080
2955,10212,2984,10241
15831,304,15860,333
7392,12964,7421,12993
14458,10900,14487,10929
4349,15437,4378,15466
165,13497,194,13526
5081,8324,5110,8353
10816,5949,10845,5978
6325,4490,6354,4512
10879,3869,10908,3898
14922,7655,14951,7684
281,8324,310,8353
11134,3941,11163,3970
3748,15298,3777,15327
14074,12013,14103,12042
1794,10487,1823,10516
15854,10722,15883,10751
4350,691,4379,720
9966,805,9995,834
3662,9190,3691,9219
13332,473,13361,502
6147,14801,6176,14830
2368,317,2397,346
11150,297,11179,326
16059,11783,16088,11812
2416,11161,2445,11190
11738,8929,11767,8958
197,2886,226,2915
15718,8023,15747,8052
14227,11531,14256,11560
12567,5160,12596,5189
4846,16168,4875,16197
8894,10704,8923,10733
14412,10829,14441,10858
14645,218,14674,247
342,3427,371,3456
11141,2789,11170,2818
1759,7385,1788,7414
12090,1123,12119,1152
10407,14020,10436,14049
12297,1669,12326,1698
11145,4009,11174,4038
14194,15495,14223,15524
11595,479,11624,508
4942,13077,4971,13106
3015,12071,3044,12100
15180,1466,15209,1495
12144,9226,12173,9255
12839,11932,12868,11961
5799,6505,5828,6534
5352,14069,5381,14098
11994,1247,12023,1276
14211,8640,14240,8669
4530,10412,4559,10441
6771,7344,6800,7373
10603,9652,10632,9681
16209,9152,16238,9181
4079,274,4108,303
2592,1237,2621,1266
1808,15658,1837,15687
10324,6248,10353,6277
5783,16335,5812,16364
8188,7495,8217,7524
11406,11147,11435,11176
11271,7188,11300,7217
7833,9084,7862,9113
12415,14279,12444,14308
3380,16122,3409,16151
3540,15731,3569,15760
12195,9523,12224,9552
129,4978,158,5007
16273,1927,16302,1956
14809,1319,14838,1348
12119,16191,12148,16220
194,7865,223,7894
7345,159,7374,188
15916,1441,15945,1470
12873,12417,12902,12446
14866,14245,14895,14274
10554,11634,10583,11663
11552,4417,11581,4446
8791,13191,8820,13220
5717,5947,5746,5976
1623,7776,1652,7805
8297,4744,8326,4773
9799,14421,9828,14450
9062,456,9091,485
2118,23,2147,52
841,12299,870,12328
11518,13588,11547,13617
11830,14070,11859,14099
4042,2106,4071,2135
7809,5921,7838,5950
14094,1747,14123,1776
823,3923,852,3952
13165,3572,13194,3601
15387,2149,15416,2178
5854,7714,5883,7743
61,1442,90,1471
15856,14279,15885,14308
11165,120,11194,149
4973,2548,5002,2577
11171,4002,11200,4031
14113,8204,14142,8233
14269,13013,14298,13042
7198,4729,7227,4758
5647,4379,5676,4408
2074,6564,2103,6593
9006,11852,9035,11881
14960,954,14989,983
838,3964,867,3993
4811,13245,4840,13274
11990,9213,12019,9242
10089,15329,10118,15358
15374,3437,15403,3466
273,6595,302,6624
5238,8601,5267,8630
16114,412,16143,441
6362,12060,6391,12089
6296,284,6325,313
6576,13597,6605,13626
12835,16230,12864,16259
5191,12655,5220,12684
2529,9770,2558,9799
11467,14779,11496,14808
12730,14283,12759,14312
4004,712,4033,741
8468,4260,8497,4289
4557,7749,4586,7778
3531,1973,3560,2002
11779,10076,11808,10105
1785,13876,1814,13905
1291,4845,1320,4874
12703,12453,12732,12482
9619,14560,9648,14589
7067,8412,7096,8441
4647,5224,4676,5253
8305,8654,8334,8683
10916,92,10945,121
7606,1440,7635,1469
8987,10515,9016,10544
12556,2184,12585,2213
1641,8217,1670,8246
14792,8407,14821,8436
2134,1527,2163,1556
15154,13636,15183,13665
13603,6693,13632,6722
10533,12064,10562,12093
885,5779,914,5808
9836,12154,9865,12183
8609,13571,8638,13600
1540,8687,1569,8716
4051,7299,4080,7328
11191,15191,11220,15220
9669,7077,9698,7106
15757,683,15786,712
14133,7682,14162,7711
7186,15306,7215,15335
14078,10520,14107,10549
12017,13964,12046,13993
7809,10386,7838,10415
7387,6727,7416,6756
10522,11673,10551,11702
5844,10195,5873,10224
9442,9731,9471,9760
9755,10838,9784,10867
7900,9118,7929,9147
9128,14072,9157,14101
2780,3145,2809,3174
13629,117,13658,146
5655,2923,5684,2952
9695,9975,9724,10004
5052,13666,5081,13695
2741,1837,2770,1866
7511,5072,7540,5101
8269,2451,8298,2480
10798,13160,10827,13189
5061,9400,5090,9429
4427,5925,4456,5954
7369,11926,7398,11955
15670,7935,15699,7964
9021,9613,9050,9642
14922,10736,14951,10765
8038,2723,8067,2752
10503,6752,10532,6781
8615,11830,8644,11859
3797,7569,3826,7598
8093,8115,8122,8144
9608,14921,9637,14950
9222,5313,9251,5342
3517,16079,3546,16108
624,2006,653,2035
6896,7762,6925,7791
10418,14654,10447,14683
13447,7164,13476,7193
6393,12844,6422,12873
7442,7823,7471,7852
864,11634,893,11663
4531,15592,4560,15621
3210,1399,3239,1428
581,4579,610,4608
11195,5515,11224,5544
4920,1414,4949,1443
336,12316,365,12345
8748,10228,8777,10257
14943,14974,14972,15003
4330,1257,4359,1286
815,11086,844,11115
11383,13131,11412,13160
9783,2919,9812,2948
8642,8848,8671,8877
